486,1
261,-1
235,-1
958,1
352,1
83,1
724,1
987,-1
875,-1
719,1
240,0
1099,1
17,-1
147,1
615,-1
827,1
89,0
889,-1
776,1
436,-1
1116,-1
267,0
1308,1
672,1
4,-1
941,-1
1192,1
490,-1
690,1
418,1
1200,1
296,1
5,1
363,1
1011,1
336,1
388,1
1019,1
690,1
240,0
476,-1
361,1
512,0
1228,1
1274,0
1190,1
1038,-1
924,1
883,1
383,-1
361,1
869,1
866,-1
468,1
246,1
749,1
127,-1
147,1
939,1
475,1
199,-1
575,0
394,-1
