title,artistName,yearAsString,genre,image,vector
Amenophis,Baumeister Willi,1950,abstract,https://uploads2.wikiart.org/images/willi-baumeister/amenophis-1950.jpg,"[2.1085858585858586, 0.0202020202020202, 8.867424242424242, 0.05303030303030304, 22.820707070707073, 60.94444444444444, 5.1856060606060606, 4, 69.05937809467221]"
Black Metamorphosis,Baumeister Willi,1950,abstract,https://uploads3.wikiart.org/images/willi-baumeister/black-metamorphosis-1950.jpg,"[0.00851063829787234, 0.019858156028368795, 4.218439716312057, 0.00851063829787234, 18.113475177304963, 69.93475177304964, 7.69645390070922, 3, 75.11418161590878]"
Seaweed,Baumeister Willi,1950,abstract,https://uploads0.wikiart.org/images/willi-baumeister/seaweed-1950.jpg,"[12.831258644536653, 0.0, 42.81742738589212, 24.997233748271093, 10.708160442600278, 8.215767634854771, 0.4301521438450899, 5, 56.45489653676131]"
Wind,Baumeister Willi,1950,abstract,https://uploads6.wikiart.org/images/willi-baumeister/wind-1950.jpg,"[0.6248313090418354, 0.20917678812415655, 9.224021592442645, 0.005398110661268556, 22.572199730094468, 59.614035087719294, 7.75033738191633, 4, 69.20649890185494]"
Phantom with Red Figure,Baumeister Willi,1951,abstract,https://uploads7.wikiart.org/images/willi-baumeister/phantom-with-red-figure-1951.jpg,"[5.994277539341917, 0.005722460658082976, 5.061516452074391, 2.4706723891273246, 28.40057224606581, 51.53505007153076, 6.532188841201717, 5, 60.88946674521024]"
Figure in Motion,Baumeister Willi,1952,abstract,https://uploads0.wikiart.org/images/willi-baumeister/figure-in-motion-1952.jpg,"[0.0060882800608828, 0.0091324200913242, 8.608828006088281, 0.0365296803652968, 3.9726027397260277, 82.29832572298325, 5.068493150684931, 3, 82.0854508013251]"
Phantom and Yellow Table,Baumeister Willi,1952,abstract,https://uploads8.wikiart.org/images/willi-baumeister/phantom-and-yellow-table-1952.jpg,"[5.57856093979442, 0.18502202643171806, 7.935389133627019, 1.315712187958884, 35.629955947136565, 41.22173274596182, 8.133627019089575, 5, 50.12202355244595]"
Lutins au Printemps,Baumeister Willi,1953,abstract,https://uploads3.wikiart.org/images/willi-baumeister/lutins-au-printemps-1953.jpg,"[0.521531100478469, 0.004784688995215311, 46.87719298245614, 15.146730462519937, 6.814992025518342, 24.318979266347686, 6.315789473684211, 5, 63.29972792944929]"
Magic Rupestre,Baumeister Willi,1953,abstract,https://uploads7.wikiart.org/images/willi-baumeister/magic-rupestre-1953.jpg,"[2.4020028612303292, 1.9527896995708154, 22.164520743919887, 1.1716738197424894, 12.815450643776824, 43.689556509298995, 15.804005722460657, 4, 65.69834216948583]"
Montaru 9,Baumeister Willi,1953,abstract,https://uploads2.wikiart.org/images/willi-baumeister/montaru-9-1953.jpg,"[5.270921985815603, 0.02127659574468085, 2.1815602836879435, 1.0198581560283688, 56.99432624113475, 30.37163120567376, 4.140425531914894, 3, 41.25284383256849]"
Monturi with Red and Blue,Baumeister Willi,1953,abstract,https://uploads0.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,"[2.6742081447963804, 0.10407239819004525, 2.671191553544495, 0.0799396681749623, 12.725490196078432, 76.6184012066365, 5.126696832579185, 3, 76.51379646881377]"
Nocturno,Baumeister Willi,1953,abstract,https://uploads1.wikiart.org/images/willi-baumeister/nocturno-1953.jpg,"[43.666666666666664, 0.6474074074074074, 17.986666666666668, 1.628148148148148, 1.511111111111111, 30.61333333333333, 3.9466666666666663, 3, 56.09819607843137]"
Safer 5,Baumeister Willi,1953,abstract,https://uploads0.wikiart.org/images/willi-baumeister/safer-5-1953.jpg,"[0.05898491083676269, 0.0, 69.60768175582992, 0.07270233196159122, 23.12620027434842, 5.00960219478738, 2.1248285322359397, 3, 60.43691331127788]"
"Monturi, White Discus",Baumeister Willi,1954,abstract,https://uploads4.wikiart.org/images/willi-baumeister/monturi-white-discus-1954.jpg,"[3.6822695035460993, 0.075177304964539, 4.253900709219858, 1.907801418439716, 1.1148936170212767, 87.2113475177305, 1.7546099290780142, 1, 86.61447921012376]"
Aru 2,Baumeister Willi,1955,abstract,https://uploads7.wikiart.org/images/willi-baumeister/aru-2-1955.jpg,"[3.4195402298850577, 0.020114942528735632, 1.242816091954023, 0.6020114942528736, 58.44109195402298, 34.912356321839084, 1.3620689655172415, 2, 34.39026369168357]"
Aru Dark Blue,Baumeister Willi,1955,abstract,https://uploads6.wikiart.org/images/willi-baumeister/aru-dark-blue-1955.jpg,"[42.97997138769671, 0.057224606580829764, 4.467811158798283, 0.01859799713876967, 18.38340486409156, 33.97854077253219, 0.11444921316165953, 3, 44.58655782770906]"
Aru with Yellow,Baumeister Willi,1955,abstract,https://uploads8.wikiart.org/images/willi-baumeister/aru-with-yellow-1955.jpg,"[0.13492063492063494, 0.006349206349206349, 47.265079365079366, 0.4317460317460317, 29.32063492063492, 19.763492063492063, 3.077777777777778, 3, 55.471403672580145]"
Bluxao V,Baumeister Willi,1955,abstract,https://uploads1.wikiart.org/images/willi-baumeister/bluxao-v-1955.jpg,"[66.43567251461988, 0.030701754385964914, 5.994152046783626, 0.29970760233918126, 16.86842105263158, 2.716374269005848, 7.654970760233919, 4, 36.43599357871803]"
Bluxao,Baumeister Willi,1955,abstract,https://uploads8.wikiart.org/images/willi-baumeister/bluxao-1955.jpg,"[65.51470588235294, 0.0457516339869281, 6.184640522875817, 1.081699346405229, 9.021241830065359, 12.143790849673202, 6.008169934640523, 5, 45.85529283608869]"
Combing with Dots,Baumeister Willi,1955,abstract,https://uploads1.wikiart.org/images/willi-baumeister/combing-with-dots-1955.jpg,"[0.012027491408934709, 0.015463917525773195, 20.506872852233677, 0.140893470790378, 4.974226804123711, 66.17182130584193, 8.1786941580756, 3, 77.79525638434068]"
Han-i on Yellow,Baumeister Willi,1955,abstract,https://uploads8.wikiart.org/images/willi-baumeister/han-i-on-yellow-1955.jpg,"[0.0, 0.0, 34.715053763440864, 0.0, 0.005376344086021506, 62.58243727598566, 2.697132616487455, 2, 79.32518096844473]"
White Butterfly,Baumeister Willi,1955,abstract,https://uploads8.wikiart.org/images/willi-baumeister/white-butterfly-1955.jpg,"[2.1330532212885154, 0.6190476190476191, 24.110644257703083, 0.05322128851540616, 14.441176470588236, 45.69047619047619, 12.95238095238095, 4, 66.04336244301643]"
Abstrakte Komposition,Baumeister Willi,,abstract,https://uploads0.wikiart.org/images/willi-baumeister/abstrakte-komposition.jpg,"[2.742574257425743, 0.01485148514851485, 70.23762376237623, 0.0, 7.803630363036304, 6.955445544554456, 12.245874587458745, 4, 60.9987898789879]"
