title,artistName,yearAsString,genre,image,vector
"Painting, Number 5",Hartley Marsden,1915,abstract,https://uploads0.wikiart.org/images/marsden-hartley/painting-number-5-1915.jpg!Large.jpg,"[5.051912568306011, 0.00546448087431694, 22.213114754098363, 5.061475409836066, 33.34426229508197, 15.192622950819674, 19.131147540983605, 6, 42.09292831886853]"
Encounter,Kandinsky Wassily,1908,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/encounter-1908.jpg,"[10.400778210116732, 0.6264591439688716, 16.85732814526589, 6.700389105058366, 39.76783398184177, 1.0428015564202335, 24.604409857328143, 5, 33.5293507286183]"
Improvisation 6 (African),Kandinsky Wassily,1909,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/improvisation-6-african-1909.jpg!Large.jpg,"[11.024081115335868, 0.541191381495564, 24.94550063371356, 2.579214195183777, 4.217997465145754, 26.069708491761723, 30.622306717363752, 4, 61.23934491413803]"
Improvisation 4,Kandinsky Wassily,1909,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/improvisation-4-1909.jpg!Large.jpg,"[15.426666666666666, 0.73, 17.150000000000002, 3.916666666666667, 40.96666666666667, 5.3100000000000005, 16.5, 5, 31.128882352941172]"
Study for Improvisation 8,Kandinsky Wassily,1909,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/study-for-improvisation-8-1909.jpg!Large.jpg,"[4.382539682539682, 0.17777777777777778, 37.62222222222222, 6.769841269841271, 20.692063492063493, 8.244444444444445, 22.11111111111111, 5, 48.221332088390916]"
First abstract watercolor,Kandinsky Wassily,1910,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/first-abstract-watercolor-1910.jpg!Large.jpg,"[2.586206896551724, 0.1278735632183908, 19.968390804597703, 1.0876436781609196, 12.357758620689657, 47.456896551724135, 16.41522988505747, 4, 66.00625422582826]"
Improvisation 11,Kandinsky Wassily,1910,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/improvisation-11-1910.jpg!Large.jpg,"[3.1567251461988306, 1.1216374269005849, 25.143859649122806, 0.11578947368421054, 23.67953216374269, 10.160233918128656, 36.62222222222222, 4, 46.33220960898979]"
Improvisation 12 (Rider),Kandinsky Wassily,1910,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/improvisation-12-rider-1910.jpg!Large.jpg,"[13.833333333333334, 2.2946859903381642, 13.056763285024154, 0.21376811594202896, 21.805555555555557, 18.254830917874397, 30.541062801932366, 5, 46.20630861040068]"
Improvisation 7,Kandinsky Wassily,1910,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/improvisation-7-1910.jpg!Large.jpg,"[0.5307017543859649, 0.0058479532163742695, 16.729532163742693, 13.43421052631579, 42.61695906432749, 4.078947368421053, 22.603801169590643, 4, 35.62683751863319]"
Improvisation 14,Kandinsky Wassily,1910,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/improvisation-xiv-1910.jpg!Large.jpg,"[19.549905838041433, 1.1450094161958568, 26.21280602636535, 2.065913370998117, 26.448210922787197, 4.951035781544256, 19.627118644067796, 4, 43.21965953989883]"
304,Kandinsky Wassily,1910,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/not_detected_189365.jpg!Large.jpg,"[2.4325581395348834, 0.21395348837209305, 19.53333333333333, 9.829457364341085, 32.76744186046512, 1.9224806201550388, 33.30077519379845, 4, 35.599410244718044]"
"Study to ""Composition II""",Kandinsky Wassily,1910,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/study-to-composition-ii-1910.jpg!Large.jpg,"[6.016516516516517, 0.6186186186186186, 21.414414414414416, 4.303303303303303, 20.737237237237238, 27.22822822822823, 19.68168168168168, 5, 54.20770181946652]"
Untitled (First abstract watercolor),Kandinsky Wassily,1910,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/untitled-first-abstract-watercolor-1910.jpg!Large.jpg,"[1.618421052631579, 0.0043859649122807015, 22.788011695906434, 2.448830409356725, 9.027777777777777, 52.030701754385966, 12.08187134502924, 4, 70.85027519779842]"
Improvisation 9,Kandinsky Wassily,1910,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/improvisation-9-1910.jpg!Large.jpg,"[11.70945945945946, 0.8975225225225225, 13.388513513513514, 7.191441441441442, 32.876126126126124, 12.911036036036036, 21.0259009009009, 6, 41.257330860272035]"
Improvisation 10,Kandinsky Wassily,1910,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/improvisation-10-1910.jpg!Large.jpg,"[2.4, 0.5647058823529412, 29.058823529411764, 3.376470588235294, 21.444444444444443, 33.66013071895425, 9.495424836601307, 4, 62.870342176086126]"
Picture with a circle,Kandinsky Wassily,1911,abstract,https://uploads2.wikiart.org/00183/images/wassily-kandinsky/wassily-kandinsky-image-avec-cercles.jpg!Large.jpg,"[14.47820512820513, 4.412820512820513, 30.516666666666666, 6.129487179487179, 15.334615384615386, 15.353846153846154, 13.774358974358975, 6, 52.01204122674711]"
Angel of the Last Judgment,Kandinsky Wassily,1911,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/angel-of-the-last-judgment-1911.jpg!Large.jpg,"[7.207246376811593, 2.166666666666667, 26.884057971014492, 2.088405797101449, 10.415942028985507, 23.943478260869565, 27.294202898550722, 5, 58.007121341290144]"
Composition IV,Kandinsky Wassily,1911,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/composition-iv-1911.jpg!Large.jpg,"[8.005263157894738, 0.03333333333333333, 50.382456140350875, 4.08421052631579, 16.056140350877193, 10.970175438596492, 10.46842105263158, 5, 55.718568971448235]"
Composition V,Kandinsky Wassily,1911,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/composition-v-1911.jpg!Large.jpg,"[1.866666666666667, 0.007936507936507936, 32.34920634920635, 7.395238095238095, 22.877777777777776, 18.261904761904763, 17.24126984126984, 5, 51.81736072206661]"
Impression III (Concert),Kandinsky Wassily,1911,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/impression-iii-concert-1911.jpg,"[1.9655172413793103, 0.2270114942528736, 50.30172413793104, 0.24712643678160917, 19.87787356321839, 14.685344827586208, 12.695402298850574, 4, 58.4954924498535]"
Improvisation 19,Kandinsky Wassily,1911,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/improvisation-19-1911.jpg!Large.jpg,"[29.223499361430395, 5.26309067688378, 10.602809706257982, 0.13537675606641125, 21.980842911877392, 22.90676883780332, 9.887611749680715, 6, 47.427125435103804]"
Lyrical (Lyrics),Kandinsky Wassily,1911,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/lyrical-lyrics-1911.jpg!Large.jpg,"[11.493939393939394, 1.4424242424242424, 16.25151515151515, 2.187878787878788, 17.845454545454544, 46.40151515151515, 4.377272727272728, 4, 61.26658942364824]"
Romantic landscape,Kandinsky Wassily,1911,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/romantic-landscape-1911.jpg!Large.jpg,"[3.4133333333333336, 0.05185185185185185, 14.01037037037037, 5.651851851851852, 28.885925925925925, 38.79111111111111, 9.195555555555556, 5, 55.66012490922295]"
An angel of the Last Judgement,Kandinsky Wassily,1911,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/an-angel-of-the-last-judgement-1911.jpg!Large.jpg,"[5.366666666666667, 0.17391304347826086, 26.471014492753625, 6.094202898550725, 25.078260869565216, 12.928985507246377, 23.88695652173913, 6, 46.8296504688832]"
Black spot,Kandinsky Wassily,1912,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/black-spot-1912.jpg!Large.jpg,"[3.6340740740740745, 0.06222222222222223, 35.117037037037036, 3.364444444444444, 33.269629629629634, 13.352592592592593, 11.200000000000001, 4, 47.20209150326798]"
Improvisation 26 (Rowing),Kandinsky Wassily,1912,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/improvisation-26-rowing-1912.jpg!Large.jpg,"[16.487654320987655, 0.9740740740740741, 21.441975308641975, 8.133333333333333, 17.879012345679012, 18.541975308641977, 16.541975308641977, 6, 49.88614379084967]"
Picture with a black arch,Kandinsky Wassily,1912,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/picture-with-a-black-arch-1912.jpg!Large.jpg,"[0.10801393728222997, 0.005807200929152149, 43.83623693379791, 9.286875725900117, 16.725900116144018, 11.907084785133566, 18.130081300813007, 5, 52.85148140557037]"
The last judgment,Kandinsky Wassily,1912,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/the-last-judgment-1912.jpg!Large.jpg,"[12.296296296296298, 0.11703703703703705, 22.016296296296296, 1.911111111111111, 23.2562962962963, 23.499259259259258, 16.903703703703705, 5, 49.29203776325345]"
Improvisation 28 (second version),Kandinsky Wassily,1912,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/improvisation-28-second-version-1912.jpg!Large.jpg,"[8.199677938808374, 1.1191626409017714, 25.37037037037037, 2.4621578099838968, 22.692431561996777, 21.505636070853463, 18.650563607085346, 5, 49.18799532695526]"
Black strokes I,Kandinsky Wassily,1913,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/black-strokes-i-1913.jpg,"[4.749163879598662, 0.33221850613154963, 33.59531772575251, 3.768115942028986, 9.40691192865106, 22.82608695652174, 25.322185061315494, 4, 58.978319889828846]"
Composition VI,Kandinsky Wassily,1913,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/composition-vi-1913.jpg!Large.jpg,"[6.966329966329966, 0.43097643097643096, 21.45959595959596, 5.324915824915824, 27.06734006734007, 16.23063973063973, 22.52020202020202, 6, 46.33442925991945]"
Composition VII,Kandinsky Wassily,1913,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/composition-vii-1913.jpg!Large.jpg,"[1.7666666666666668, 0.29333333333333333, 36.235, 3.44, 17.423333333333332, 5.743333333333334, 35.09833333333333, 4, 48.76484967320261]"
Improvisation. Deluge.,Kandinsky Wassily,1913,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/flood-improvisation-1913.jpg!Large.jpg,"[10.432659932659933, 3.6902356902356903, 21.484848484848484, 4.420875420875421, 22.7020202020202, 13.883838383838384, 23.385521885521886, 5, 47.52529213705684]"
Improvisation (Dreamy),Kandinsky Wassily,1913,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/improvisation-dreamy-1913.jpg!Large.jpg,"[1.0427927927927927, 0.00563063063063063, 32.31531531531531, 6.815315315315315, 14.403153153153154, 13.118243243243244, 32.29954954954955, 5, 51.96568627450981]"
Improvisation 30 (Cannons),Kandinsky Wassily,1913,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/improvisation-30-cannons-1913.jpg!Large.jpg,"[8.40625, 0.011574074074074075, 31.96759259259259, 7.267361111111111, 17.760416666666668, 6.00462962962963, 28.582175925925924, 6, 47.07986111111111]"
Improvisation 31 (Sea Battle),Kandinsky Wassily,1913,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/improvisation-31-sea-battle-1913.jpg!Large.jpg,"[10.923177083333334, 0.5130208333333333, 24.864583333333336, 2.5833333333333335, 4.904947916666667, 46.0546875, 10.15625, 4, 68.94916258169935]"
Landscape with red spots,Kandinsky Wassily,1913,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/landscape-with-red-spots-1913.jpg,"[5.016152716593245, 0.7459618208516887, 21.03964757709251, 0.08370044052863436, 7.358296622613804, 46.94126284875183, 18.814977973568283, 5, 71.37567590913017]"
293,Kandinsky Wassily,1913,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/not_detected_189363.jpg!Large.jpg,"[9.286875725900117, 3.7955865272938443, 15.53774680603949, 1.4576074332171893, 34.89198606271777, 9.142857142857142, 25.887340301974447, 5, 35.51183074855959]"
Painting with green center,Kandinsky Wassily,1913,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/painting-with-green-center-1913.jpg!Large.jpg,"[5.45048309178744, 0.9202898550724637, 35.839371980676326, 2.106280193236715, 11.468599033816425, 11.68719806763285, 32.52777777777778, 5, 48.981945628492944]"
Picture With A White Border,Kandinsky Wassily,1913,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/picture-with-a-white-border-1913.jpg!Large.jpg,"[3.251184834123223, 0.07898894154818326, 24.48341232227488, 5.178515007898894, 24.028436018957347, 24.429699842022117, 18.549763033175356, 5, 52.33954713006845]"
Small Pleasures,Kandinsky Wassily,1913,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/small-pleasures-1913.jpg!Large.jpg,"[1.4512635379061372, 0.19133574007220217, 34.59205776173285, 0.6847172081829122, 17.971119133574007, 7.571600481347773, 37.537906137184116, 4, 49.06560487010689]"
"Study for ""Composition VII""",Kandinsky Wassily,1913,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/study-for-composition-vii-1913.jpg!Large.jpg,"[2.6156028368794324, 0.08652482269503546, 31.49361702127659, 3.1602836879432625, 17.37163120567376, 5.490780141843972, 39.781560283687945, 4, 46.759899874843555]"
Color Study: Squares with Concentric Circles,Kandinsky Wassily,1913,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/color-study-squares-with-concentric-circles-1913(1).jpg,"[8.45037037037037, 0.43851851851851853, 16.83111111111111, 3.3540740740740738, 18.4162962962963, 5.936296296296296, 46.57333333333333, 5, 38.56469426289034]"
Landscape with Rain,Kandinsky Wassily,1913,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/landscape-with-rain-1913.jpg,"[11.493184634448575, 0.8376703841387856, 34.71127633209418, 5.695167286245353, 20.407682775712516, 5.661710037174721, 21.193308550185876, 6, 45.872172412955265]"
Fugue,Kandinsky Wassily,1914,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/fugue-1914.jpg!Large.jpg,"[4.73355629877369, 1.6153846153846154, 35.95986622073578, 3.8037904124860646, 18.409141583054627, 3.8283166109253064, 31.649944258639913, 3, 45.83378582202111]"
Improvisation. Gorge,Kandinsky Wassily,1914,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/improvisation-gorge-1914.jpg!Large.jpg,"[10.011614401858305, 0.8199767711962834, 28.15563298490128, 2.6771196283391405, 22.952380952380953, 20.9465737514518, 14.43670150987224, 5, 50.636961125913786]"
Painting with red spot,Kandinsky Wassily,1914,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/painting-with-red-spot-1914.jpg!Large.jpg,"[10.426758938869666, 2.9250288350634372, 34.515570934256054, 1.441753171856978, 9.317185697808535, 20.325259515570934, 21.048442906574394, 5, 58.86437795418051]"
Untitled,Kandinsky Wassily,1915,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/untitled.jpg!Large.jpg,"[0.061946902654867256, 0.004424778761061947, 7.13716814159292, 0.3466076696165192, 3.612094395280236, 86.46017699115043, 2.377581120943953, 2, 83.72134305049453]"
Drawing for Etching II,Kandinsky Wassily,1916,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/drawing-for-etching-ii-1916.jpg!Large.jpg,"[0.0, 0.0, 69.39912280701755, 0.30409356725146197, 5.1535087719298245, 16.448830409356724, 8.694444444444445, 4, 74.02394220846233]"
Painting on light ground,Kandinsky Wassily,1916,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/painting-on-light-ground-1916.jpg!Large.jpg,"[4.1695652173913045, 0.9231884057971015, 42.66811594202898, 1.4260869565217391, 12.542028985507248, 15.320289855072463, 22.950724637681162, 4, 55.54125603864735]"
To the Unknown Voice,Kandinsky Wassily,1916,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/to-the-unknown-voice-1916.jpg!Large.jpg,"[0.23063973063973064, 0.0808080808080808, 78.86363636363637, 0.18181818181818182, 11.260942760942761, 0.260942760942761, 9.121212121212121, 3, 68.33246187363834]"
Troubled,Kandinsky Wassily,1917,abstract,https://uploads7.wikiart.org/00171/images/wassily-kandinsky/csbsofiusaa7f2l.jpg!Large.jpg,"[8.827536231884057, 0.3608695652173913, 19.442028985507246, 7.427536231884058, 34.4, 17.68695652173913, 11.855072463768115, 6, 45.10072179596476]"
Grey oval,Kandinsky Wassily,1917,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/grey-oval-1917.jpg!Large.jpg,"[4.373390557939914, 1.569384835479256, 19.90844062947067, 0.8741058655221746, 35.726752503576535, 8.610872675250357, 28.937052932761087, 4, 41.20368593789447]"
Improvisation 29,Kandinsky Wassily,1917,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/improvisation-209-1917(1).jpg!Large.jpg,"[12.617466174661745, 0.5707257072570726, 18.362853628536286, 0.10947109471094713, 22.9249692496925, 35.08733087330873, 10.327183271832718, 5, 53.222362105974]"
In Grey,Kandinsky Wassily,1919,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/in-grey-1919.jpg,"[0.293222683264177, 0.006915629322268326, 62.633471645919784, 5.0428769017980635, 8.088520055325036, 7.035961272475795, 16.899031811894883, 5, 59.88992487728149]"
White oval,Kandinsky Wassily,1919,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/white-oval-1919.jpg!Large.jpg,"[2.9276485788113695, 0.2661498708010336, 26.989664082687337, 2.7454780361757103, 23.142118863049095, 32.21059431524548, 11.718346253229974, 4, 59.72172062623498]"
Points,Kandinsky Wassily,1920,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/not_detected_189366(1).jpg!Large.jpg,"[0.19623655913978494, 0.0, 50.79032258064517, 2.879032258064516, 26.802419354838708, 0.3185483870967742, 19.013440860215052, 3, 44.36308770820156]"
Red Oval,Kandinsky Wassily,1920,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/red-oval-1920.jpg!Large.jpg,"[10.578002244668912, 0.10998877665544331, 22.188552188552187, 40.1986531986532, 6.363636363636363, 16.447811447811446, 4.113355780022446, 5, 54.70232169186418]"
White Line,Kandinsky Wassily,1920,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/white-stroke-1920.jpg!Large.jpg,"[0.4966261808367072, 0.002699055330634278, 10.910931174089068, 2.88663967611336, 48.79352226720648, 9.067476383265857, 27.842105263157897, 4, 35.73060781667593]"
Blue segment,Kandinsky Wassily,1921,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/not_detected_189361.jpg!Large.jpg,"[4.655038759689923, 0.1421188630490956, 13.804909560723514, 1.3385012919896642, 8.098191214470283, 64.58397932816537, 7.377260981912144, 4, 72.89167046663627]"
Red spot II,Kandinsky Wassily,1921,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/red-spot-ii-1921.jpg!Large.jpg,"[1.473071324599709, 0.0363901018922853, 26.487627365356627, 1.3027656477438136, 21.24745269286754, 33.72343522561863, 15.729257641921398, 4, 57.397528327196966]"
"Study for ""Circles on Black""",Kandinsky Wassily,1921,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/study-for-circles-on-black-1921.jpg!Large.jpg,"[2.0878378378378377, 0.9831081081081081, 15.22972972972973, 1.911036036036036, 40.94144144144144, 33.81869369369369, 5.028153153153153, 4, 47.488615085673906]"
Black Frame,Kandinsky Wassily,1922,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/black-frame-1922.jpg!Large.jpg,"[11.08848484848485, 3.860606060606061, 43.76, 1.1806060606060607, 10.797575757575757, 14.825454545454544, 14.487272727272726, 5, 55.787298871063584]"
Blue,Kandinsky Wassily,1922,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/blue-1922.jpg,"[1.0170603674540681, 0.01706036745406824, 79.3477690288714, 0.12073490813648292, 5.056430446194226, 11.82020997375328, 2.620734908136483, 3, 71.23664247851372]"
"Draft for Mural In The Unjuried Art Show, Wall B",Kandinsky Wassily,1922,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/draft-for-mural-in-the-unjuried-art-show-wall-b-1922.jpg!Large.jpg,"[3.4062500000000004, 0.6833333333333333, 6.1875, 1.0145833333333334, 65.71041666666667, 7.595833333333333, 15.402083333333334, 4, 27.212491830065353]"
Small worlds,Kandinsky Wassily,1922,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/small-worlds-1922.jpg!Large.jpg,"[3.50480109739369, 0.12208504801097395, 11.659807956104252, 1.6762688614540464, 6.05761316872428, 71.48834019204389, 5.491083676268861, 4, 65.91358024691358]"
Small worlds II,Kandinsky Wassily,1922,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/small-worlds-ii-1922.jpg!Large.jpg,"[13.368794326241135, 0.009929078014184398, 8.069503546099291, 0.2028368794326241, 11.163120567375886, 63.18297872340426, 4.002836879432624, 4, 71.48046725073009]"
Small worlds III,Kandinsky Wassily,1922,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/small-worlds-iii-1922.jpg!Large.jpg,"[3.0141843971631204, 0.6609929078014184, 8.212765957446809, 0.19148936170212766, 37.760283687943264, 42.36595744680851, 7.794326241134751, 4, 54.78771241830065]"
Small worlds IV,Kandinsky Wassily,1922,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/small-worlds-iv-1922.jpg!Large.jpg,"[3.3880208333333335, 0.053385416666666664, 7.865885416666667, 0.7083333333333333, 10.471354166666668, 75.45703125, 2.0559895833333335, 3, 79.73411458333334]"
Small Worlds VI,Kandinsky Wassily,1922,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/small-worlds-vi-1922.jpg,"[0.6166666666666667, 0.4025641025641026, 5.735897435897436, 0.08076923076923076, 52.083333333333336, 35.924358974358974, 5.156410256410257, 4, 44.87261437908497]"
Small Worlds VII,Kandinsky Wassily,1922,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/small-worlds-vii-1922.jpg,"[2.8586251621271077, 0.042801556420233464, 4.312581063553826, 0.12970168612191957, 86.17769130998703, 5.019455252918288, 1.4591439688715953, 2, 16.46566974390275]"
Small Worlds X,Kandinsky Wassily,1922,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/small-worlds-x-1922.jpg,"[0.009186351706036745, 0.03280839895013123, 11.333333333333332, 0.03412073490813648, 2.667979002624672, 81.12992125984252, 4.792650918635171, 2, 74.22689516751582]"
Small Worlds XI,Kandinsky Wassily,1922,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/small-worlds-xi-1922.jpg,"[0.04330708661417323, 0.06824146981627296, 43.493438320209975, 0.08136482939632546, 7.799212598425196, 42.76377952755905, 5.7506561679790025, 4, 64.92647316144306]"
Black and Violet,Kandinsky Wassily,1923,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/black-and-violet-1923.jpg,"[1.0353982300884956, 0.0, 9.613569321533923, 0.7433628318584071, 33.84660766961652, 0.016224188790560472, 54.7448377581121, 3, 29.84465845335184]"
Composition VIII,Kandinsky Wassily,1923,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/composition-viii-1923.jpg!Large.jpg,"[0.951923076923077, 0.22275641025641027, 15.915064102564102, 1.0128205128205128, 7.083333333333333, 66.4775641025641, 8.336538461538462, 4, 73.73410633484163]"
Green composition,Kandinsky Wassily,1923,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/green-composition-1923.jpg!Large.jpg,"[2.230769230769231, 0.36013986013986016, 24.06759906759907, 6.643356643356643, 13.405594405594407, 48.14335664335665, 5.1491841491841495, 5, 65.62120298002651]"
On White II,Kandinsky Wassily,1923,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/on-white-ii-1923.jpg!Large.jpg,"[0.43859649122807015, 0.0, 29.403508771929825, 0.5168690958164642, 26.410256410256412, 36.87044534412956, 6.3603238866396765, 4, 58.36212854912546]"
Orange,Kandinsky Wassily,1923,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/orange-1923.jpg,"[0.05635491606714628, 0.008393285371702638, 20.454436450839328, 0.0, 9.009592326139089, 55.41726618705036, 15.053956834532375, 4, 65.12969389194527]"
Transverse Line,Kandinsky Wassily,1923,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/transverse-line-1923.jpg!Large.jpg,"[0.8438003220611917, 0.061191626409017714, 27.083735909822863, 0.322061191626409, 16.280193236714975, 43.55716586151369, 11.851851851851853, 4, 64.42536074010926]"
Black Relationship,Kandinsky Wassily,1924,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/black-relationship-1924.jpg,"[0.6394557823129252, 0.014739229024943313, 5.489795918367347, 0.035147392290249435, 16.428571428571427, 69.60090702947845, 7.791383219954648, 4, 66.60367258014317]"
Contrasting sounds,Kandinsky Wassily,1924,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/contrasting-sounds-1924.jpg!Large.jpg,"[2.564945226917058, 8.03129890453834, 40.918622848200314, 2.131455399061033, 31.287949921752737, 6.956181533646322, 8.109546165884195, 5, 44.83002240019639]"
In Blue,Kandinsky Wassily,1925,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/in-blue-1925.jpg,"[24.025993883792047, 2.0336391437308867, 21.762996941896024, 5.079510703363915, 16.529051987767584, 5.451070336391437, 25.117737003058103, 6, 46.16444804221383]"
Blue,Kandinsky Wassily,1925,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/not_detected_189364.jpg!Large.jpg,"[41.10030864197531, 2.1574074074074074, 17.77777777777778, 1.632716049382716, 5.726851851851852, 8.839506172839506, 22.76543209876543, 5, 48.857135076252725]"
Small dream in red,Kandinsky Wassily,1925,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/small-dream-in-red-1925.jpg!Large.jpg,"[0.9509043927648579, 0.6007751937984496, 29.360465116279073, 0.05684754521963825, 13.217054263565892, 0.17700258397932817, 55.63695090439277, 3, 42.674008207934335]"
Yellow-Red-Blue,Kandinsky Wassily,1925,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/yellow-red-blue-1925.jpg!Large.jpg,"[4.585106382978724, 7.164893617021277, 35.71808510638298, 0.16134751773049646, 12.187943262411348, 28.23404255319149, 11.948581560283687, 5, 62.34524405506884]"
Red Sun and Ship,Kandinsky Wassily,1925,abstract,https://uploads0.wikiart.org/00161/images/wassily-kandinsky/one-spit-kandinsky.jpg!Large.jpg,"[0.13239875389408098, 0.0264797507788162, 0.0, 0.0, 70.20872274143302, 0.0, 29.63239875389408, 2, 17.369977399059312]"
Accent on rose,Kandinsky Wassily,1926,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/accent-on-rose-1926.jpg!Large.jpg,"[1.53781512605042, 0.0014005602240896359, 12.631652661064427, 0.1568627450980392, 56.929971988795515, 0.3291316526610644, 28.413165266106443, 3, 30.22283737024221]"
Development,Kandinsky Wassily,1926,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/development-1926.jpg!Large.jpg,"[0.4499314128943758, 0.01234567901234568, 43.49245541838134, 1.440329218106996, 45.17832647462277, 2.8751714677640603, 6.551440329218107, 3, 42.701998439979555]"
Several circles,Kandinsky Wassily,1926,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/several-circles-1926.jpg!Large.jpg,"[6.0067796610169495, 0.26440677966101694, 3.9480225988700566, 1.96045197740113, 65.31751412429378, 14.527683615819209, 7.975141242937853, 4, 36.60056275617592]"
Merry Structure,Kandinsky Wassily,1926,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/merry-structure-1926.jpg!Large.jpg,"[0.39583333333333337, 0.009615384615384616, 44.30769230769231, 0.28685897435897434, 11.330128205128204, 26.84455128205128, 16.825320512820515, 4, 61.84591503267974]"
Dark freshness,Kandinsky Wassily,1927,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/dark-freshness-1927.jpg!Large.jpg,"[7.275109170305677, 0.005822416302765647, 17.263464337700146, 1.2852983988355167, 60.043668122270745, 4.296943231441048, 9.829694323144105, 4, 29.71810942717698]"
